"movieId","title","imdbId","runtime","imdbRating","revenue","released","budget","genre"
"2141","American Tail, An","0090633","80","6.9","84542002","1986-11-21","9000000","Animation"
"2141","American Tail, An","0090633","80","6.9","84542002","1986-11-21","9000000","Children"
"2141","American Tail, An","0090633","80","6.9","84542002","1986-11-21","9000000","Adventure"
"1330","April Fool's Day","0090655","89","6.2","","1986-03-28","5000000","Horror"
"2458","Armed and Dangerous","0090660","88","5.5","15945534","1986-08-15","12000000","Comedy"
"2458","Armed and Dangerous","0090660","88","5.5","15945534","1986-08-15","12000000","Crime"
"4043","At Close Range","0090670","111","7.0","2347000","1986-04-18","6500000","Crime"
"4043","At Close Range","0090670","111","7.0","2347000","1986-04-18","6500000","Drama"
"2416","Back to School","0090685","96","6.5","91258000","1986-06-13","11000000","Comedy"
"3442","Band of the Hand","0090693","109","6.3","4865912","1986-04-11","8700000","Action"
"3442","Band of the Hand","0090693","109","6.3","4865912","1986-04-11","8700000","Drama"
"3442","Band of the Hand","0090693","109","6.3","4865912","1986-04-11","8700000","Crime"
"3740","Big Trouble in Little China","0090728","99","7.3","11000000","1986-07-02","25000000","Comedy"
"3740","Big Trouble in Little China","0090728","99","7.3","11000000","1986-07-02","25000000","Adventure"
"3740","Big Trouble in Little China","0090728","99","7.3","11000000","1986-07-02","25000000","Action"
"3740","Big Trouble in Little China","0090728","99","7.3","11000000","1986-07-02","25000000","Fantasy"
"8743","Biggles","0090729","108","5.8","112132","1988-01-29","","Fantasy"
"8743","Biggles","0090729","108","5.8","112132","1988-01-29","","Adventure"
"8743","Biggles","0090729","108","5.8","112132","1988-01-29","","Sci-Fi"
"7305","Black Widow","0090738","102","6.3","25205460","1987-02-06","","Mystery"
"7305","Black Widow","0090738","102","6.3","25205460","1987-02-06","","Drama"
"7305","Black Widow","0090738","102","6.3","25205460","1987-02-06","","Thriller"
"7305","Black Widow","0090738","102","6.3","25205460","1987-02-06","","Crime"
"2076","Blue Velvet","0090756","120","7.8","8551228","1986-10-23","6000000","Thriller"
"2076","Blue Velvet","0090756","120","7.8","8551228","1986-10-23","6000000","Mystery"
"2076","Blue Velvet","0090756","120","7.8","8551228","1986-10-23","6000000","Drama"
"2453","Boy Who Could Fly, The","0090768","114","6.4","7177431","1986-09-26","","Drama"
"2453","Boy Who Could Fly, The","0090768","114","6.4","7177431","1986-09-26","","Fantasy"
"2736","Brighton Beach Memoirs","0090774","108","6.9","","1986-12-25","","Comedy"
"5539","Care Bears Movie II: A New Generation","0090799","76","5.3","","1986-03-21","","Animation"
"5539","Care Bears Movie II: A New Generation","0090799","76","5.3","","1986-03-21","","Children"
"2312","Children of a Lesser God","0090830","119","7.2","31853080","1986-10-31","","Drama"
"2147","Clan of the Cave Bear, The","0090848","98","5.3","","1986-01-17","15000000","Drama"
"2147","Clan of the Cave Bear, The","0090848","98","5.3","","1986-01-17","15000000","Fantasy"
"2147","Clan of the Cave Bear, The","0090848","98","5.3","","1986-01-17","15000000","Adventure"
"3692","Class of Nuke 'Em High","0090849","85","5.6","","1986-12-12","2000000","Horror"
"3692","Class of Nuke 'Em High","0090849","85","5.6","","1986-12-12","2000000","Comedy"
"4981","Clockwise","0090852","96","6.6","1476356","1986-10-10","","Comedy"
"6800","Cobra","0090859","87","5.6","49042224","1986-05-23","25000000","Crime"
"6800","Cobra","0090859","87","5.6","49042224","1986-05-23","25000000","Action"
"2474","Color of Money, The","0090863","119","7.0","52293982","1986-10-17","13800000","Drama"
"75823","Combat Shock","0090866","85","6.4","","1986-05-14","40000","Drama"
"75823","Combat Shock","0090866","85","6.4","","1986-05-14","40000","Horror"
"75823","Combat Shock","0090866","85","6.4","","1986-05-14","40000","War"
"2738","Crimes of the Heart","0090886","105","6.4","22905522","1987-01-23","","Drama"
"2738","Crimes of the Heart","0090886","105","6.4","22905522","1987-01-23","","Comedy"
"4492","Critters","0090887","82","6.0","13167232","1986-04-11","2000000","Comedy"
"4492","Critters","0090887","82","6.0","13167232","1986-04-11","2000000","Sci-Fi"
"2465","Deadly Friend","0090917","91","5.5","8988731","1986-10-10","","Horror"
"2345","Desert Bloom","0090934","105","6.6","","1986-04-18","","Drama"
"5548","Down and Out in Beverly Hills","0090966","103","6.1","62134225","1986-01-31","14000000","Comedy"
"1273","Down by Law","0090967","107","7.9","","1986-10-30","","Film-Noir"
"1273","Down by Law","0090967","107","7.9","","1986-10-30","","Drama"
"1273","Down by Law","0090967","107","7.9","","1986-10-30","","Comedy"
"8933","Decline of the American Empire, The (Déclin de l'empire américain, Le)","0090985","101","7.4","","1986-11-14","","Comedy"
"8933","Decline of the American Empire, The (Déclin de l'empire américain, Le)","0090985","101","7.4","","1986-11-14","","Drama"
"2419","Extremities","0091024","89","6.3","13418091","1986-08-22","","Thriller"
"2419","Extremities","0091024","89","6.3","13418091","1986-08-22","","Drama"
"2918","Ferris Bueller's Day Off","0091042","103","7.9","70136369","1986-06-11","6000000","Comedy"
"2046","Flight of the Navigator","0091059","90","6.9","18564613","1986-07-30","9000000","Sci-Fi"
"2046","Flight of the Navigator","0091059","90","6.9","18564613","1986-07-30","9000000","Adventure"
"2046","Flight of the Navigator","0091059","90","6.9","18564613","1986-07-30","9000000","Children"
"2455","Fly, The","0091064","96","7.5","60629159","1986-08-15","15000000","Sci-Fi"
"2455","Fly, The","0091064","96","7.5","60629159","1986-08-15","15000000","Horror"
"2455","Fly, The","0091064","96","7.5","60629159","1986-08-15","15000000","Drama"
"2455","Fly, The","0091064","96","7.5","60629159","1986-08-15","15000000","Thriller"
"1979","Friday the 13th Part VI: Jason Lives","0091080","86","5.9","19472057","1986-08-01","3000000","Horror"
"7984","From Beyond","0091083","86","6.8","1261000","1986-10-24","4500000","Horror"
"7984","From Beyond","0091083","86","6.8","1261000","1986-10-24","4500000","Sci-Fi"
"26574","Ginger and Fred (Ginger e Fred)","0091113","125","7.3","","1986-03-28","","Drama"
"26574","Ginger and Fred (Ginger e Fred)","0091113","125","7.3","","1986-03-28","","Comedy"
"2735","Golden Child, The","0091129","94","5.9","79817939","1986-12-12","25000000","Mystery"
"2735","Golden Child, The","0091129","94","5.9","79817939","1986-12-12","25000000","Comedy"
"2735","Golden Child, The","0091129","94","5.9","79817939","1986-12-12","25000000","Action"
"2735","Golden Child, The","0091129","94","5.9","79817939","1986-12-12","25000000","Adventure"
"2735","Golden Child, The","0091129","94","5.9","79817939","1986-12-12","25000000","Fantasy"
"3459","Gothic","0091142","87","5.7","","1987-04-10","","Drama"
"3459","Gothic","0091142","87","5.7","","1987-04-10","","Horror"
"2048","Great Mouse Detective, The","0091149","74","7.2","38625550","1986-07-02","14000000","Animation"
"2048","Great Mouse Detective, The","0091149","74","7.2","38625550","1986-07-02","14000000","Children"
"2048","Great Mouse Detective, The","0091149","74","7.2","38625550","1986-07-02","14000000","Crime"
"2048","Great Mouse Detective, The","0091149","74","7.2","38625550","1986-07-02","14000000","Action"
"2374","Gung Ho","0091159","111","6.2","36611610","1986-03-14","","Comedy"
"2374","Gung Ho","0091159","111","6.2","36611610","1986-03-14","","Drama"
"6473","Half Moon Street","0091164","90","5.4","","1986-09-26","","Thriller"
"6473","Half Moon Street","0091164","90","5.4","","1986-09-26","","Drama"
"6993","Hannah and Her Sisters","0091167","103","8.0","40084041","1986-03-14","6400000","Drama"
"6993","Hannah and Her Sisters","0091167","103","8.0","40084041","1986-03-14","6400000","Romance"
"6993","Hannah and Her Sisters","0091167","103","8.0","40084041","1986-03-14","6400000","Comedy"
"2786","Haunted Honeymoon","0091178","82","5.5","8033397","1986-07-25","13000000","Comedy"
"2476","Heartbreak Ridge","0091187","130","6.8","42724017","1986-12-05","15000000","Action"
"2476","Heartbreak Ridge","0091187","130","6.8","42724017","1986-12-05","15000000","War"
"2417","Heartburn","0091188","108","6.0","","1986-07-25","","Drama"
"2417","Heartburn","0091188","108","6.0","","1986-07-25","","Comedy"
"1275","Highlander","0091203","116","7.2","5900000","1986-03-07","16000000","Action"
"1275","Highlander","0091203","116","7.2","5900000","1986-03-07","16000000","Fantasy"
"1275","Highlander","0091203","116","7.2","5900000","1986-03-07","16000000","Adventure"
"2938","Man Facing Southeast","0091214","105","7.9","","1987-03-13","","Sci-Fi"
"2938","Man Facing Southeast","0091214","105","7.9","","1987-03-13","","Drama"
"3360","Hoosiers (a.k.a. Best Shot)","0091217","114","7.6","28607524","1987-02-27","9000000","Drama"
"3360","Hoosiers (a.k.a. Best Shot)","0091217","114","7.6","28607524","1987-02-27","9000000","Romance"
"2148","House","0091223","93","6.2","","1986-02-28","3000000","Comedy"
"2148","House","0091223","93","6.2","","1986-02-28","3000000","Horror"
"2148","House","0091223","93","6.2","","1986-02-28","3000000","Fantasy"
"2450","Howard the Duck","0091225","110","4.5","37962774","1986-08-01","37000000","Comedy"
"2450","Howard the Duck","0091225","110","4.5","37962774","1986-08-01","37000000","Sci-Fi"
"2450","Howard the Duck","0091225","110","4.5","37962774","1986-08-01","37000000","Adventure"
"6818","Come and See (Idi i smotri)","0091251","140","8.3","96908","1985-10-17","","War"
"6818","Come and See (Idi i smotri)","0091251","140","8.3","96908","1985-10-17","","Drama"
"2815","Iron Eagle","0091278","117","5.3","","1986-01-17","","War"
"2815","Iron Eagle","0091278","117","5.3","","1986-01-17","","Action"
"1131","Jean de Florette","0091288","120","8.1","","1987-08-28","4940939","Mystery"
"1131","Jean de Florette","0091288","120","8.1","","1987-08-28","4940939","Drama"
"2468","Jumpin' Jack Flash","0091306","105","5.8","","1986-10-10","","Thriller"
"2468","Jumpin' Jack Flash","0091306","105","5.8","","1986-10-10","","Comedy"
"2468","Jumpin' Jack Flash","0091306","105","5.8","","1986-10-10","","Action"
"2468","Jumpin' Jack Flash","0091306","105","5.8","","1986-10-10","","Romance"
"2421","Karate Kid, Part II, The","0091326","113","5.9","115103979","1986-06-20","13000000","Drama"
"2421","Karate Kid, Part II, The","0091326","113","5.9","115103979","1986-06-20","13000000","Adventure"
"2421","Karate Kid, Part II, The","0091326","113","5.9","115103979","1986-06-20","13000000","Action"
"2368","King Kong Lives","0091344","105","3.7","4711220","1986-12-19","10000000","Sci-Fi"
"2368","King Kong Lives","0091344","105","3.7","4711220","1986-12-19","10000000","Adventure"
"1967","Labyrinth","0091369","101","7.4","12729917","1986-06-27","25000000","Adventure"
"1967","Labyrinth","0091369","101","7.4","12729917","1986-06-27","25000000","Fantasy"
"1967","Labyrinth","0091369","101","7.4","12729917","1986-06-27","25000000","Musical"
"6201","Lady Jane","0091374","142","7.2","","1986-02-07","8500000","Drama"
"6201","Lady Jane","0091374","142","7.2","","1986-02-07","8500000","Romance"
"6308","Legal Eagles","0091396","116","5.9","93151591","1986-06-20","40000000","Romance"
"6308","Legal Eagles","0091396","116","5.9","93151591","1986-06-20","40000000","Crime"
"6308","Legal Eagles","0091396","116","5.9","93151591","1986-06-20","40000000","Comedy"
"2746","Little Shop of Horrors","0091419","94","6.9","38748395","1986-12-19","25000000","Musical"
"2746","Little Shop of Horrors","0091419","94","6.9","38748395","1986-12-19","25000000","Comedy"
"2746","Little Shop of Horrors","0091419","94","6.9","38748395","1986-12-19","25000000","Horror"
"2880","Armour of God (Long xiong hu di)","0091431","88","7.1","","1987-01-21","15000000","Action"
"2880","Armour of God (Long xiong hu di)","0091431","88","7.1","","1987-01-21","15000000","Adventure"
"2880","Armour of God (Long xiong hu di)","0091431","88","7.1","","1987-01-21","15000000","Comedy"
"3480","Lucas","0091445","100","6.8","8200000","1986-03-28","6000000","Drama"
"3480","Lucas","0091445","100","6.8","8200000","1986-03-28","6000000","Romance"
"42191","Luxo Jr.","0091455","2","7.4","","1986-08-17","","Animation"
"42191","Luxo Jr.","0091455","2","7.4","","1986-08-17","","Children"
"4210","Manhunter","0091474","119","7.2","8620929","1986-08-15","15000000","Horror"
"4210","Manhunter","0091474","119","7.2","8620929","1986-08-15","15000000","Action"
"4210","Manhunter","0091474","119","7.2","8620929","1986-08-15","15000000","Thriller"
"4210","Manhunter","0091474","119","7.2","8620929","1986-08-15","15000000","Drama"
"4210","Manhunter","0091474","119","7.2","8620929","1986-08-15","15000000","Crime"
"1132","Manon of the Spring (Manon des sources)","0091480","113","8.0","","1987-12-04","","Drama"
"7011","Bullfighter, The (Matador)","0091495","110","7.0","","1986-03-07","","Drama"
"7011","Bullfighter, The (Matador)","0091495","110","7.0","","1986-03-07","","Comedy"
"7011","Bullfighter, The (Matador)","0091495","110","7.0","","1986-03-07","","Crime"
"2119","Maximum Overdrive","0091499","97","5.4","7433663","1986-07-25","10000000","Horror"
"2745","Mission, The","0091530","125","7.5","17218023","1986-10-31","24500000","Drama"
"2349","Mona Lisa","0091538","104","7.4","5794184","1986-06-13","","Comedy"
"2349","Mona Lisa","0091538","104","7.4","5794184","1986-06-13","","Thriller"
"2375","Money Pit, The","0091541","91","6.3","54999651","1986-03-26","10000000","Comedy"
"2749","Morning After, The","0091554","103","6.0","25147055","1986-12-25","","Drama"
"2749","Morning After, The","0091554","103","6.0","25147055","1986-12-25","","Mystery"
"2734","Mosquito Coast, The","0091557","117","6.6","14302779","1986-11-26","","Thriller"
"2734","Mosquito Coast, The","0091557","117","6.6","14302779","1986-11-26","","Drama"
"2734","Mosquito Coast, The","0091557","117","6.6","14302779","1986-11-26","","Adventure"
"5367","My Beautiful Laundrette","0091578","97","6.9","2451545","1986-04-04","860000","Drama"
"5367","My Beautiful Laundrette","0091578","97","6.9","2451545","1986-04-04","860000","Romance"
"3491","My Chauffeur","0091579","97","5.6","","1986-01-24","","Comedy"
"2467","Name of the Rose, The (Name der Rose, Der)","0091605","130","7.8","7153487","1986-09-24","20000000","Mystery"
"2467","Name of the Rose, The (Name der Rose, Der)","0091605","130","7.8","7153487","1986-09-24","20000000","Crime"
"2467","Name of the Rose, The (Name der Rose, Der)","0091605","130","7.8","7153487","1986-09-24","20000000","Drama"
"2467","Name of the Rose, The (Name der Rose, Der)","0091605","130","7.8","7153487","1986-09-24","20000000","Thriller"
"3696","Night of the Creeps","0091630","88","6.8","","1986-08-22","","Thriller"
"3696","Night of the Creeps","0091630","88","6.8","","1986-08-22","","Sci-Fi"
"3696","Night of the Creeps","0091630","88","6.8","","1986-08-22","","Comedy"
"3696","Night of the Creeps","0091630","88","6.8","","1986-08-22","","Horror"
"3707","9 1/2 Weeks (Nine 1/2 Weeks)","0091635","117","5.9","6735922","1986-02-21","17000000","Romance"
"3707","9 1/2 Weeks (Nine 1/2 Weeks)","0091635","117","5.9","6735922","1986-02-21","17000000","Drama"
"2741","No Mercy","0091637","106","5.6","12303904","1986-12-19","","Thriller"
"2741","No Mercy","0091637","106","5.6","12303904","1986-12-19","","Action"
"2741","No Mercy","0091637","106","5.6","12303904","1986-12-19","","Crime"
"5342","Nomads","0091647","91","5.5","","1986-03-07","2278264","Thriller"
"5342","Nomads","0091647","91","5.5","","1986-03-07","2278264","Horror"
"5342","Nomads","0091647","91","5.5","","1986-03-07","2278264","Mystery"
"1349","Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice)","0091651","97","5.4","","1988-09-08","","Horror"
"2418","Nothing in Common","0091653","118","5.9","","1986-07-30","","Comedy"
"26578","Sacrifice, The (Offret - Sacraficatio)","0091670","149","8.2","300653","1986-11-01","","Drama"
"2261","One Crazy Summer","0091680","93","6.4","","1986-08-08","13431806","Comedy"
"2469","Peggy Sue Got Married","0091738","103","6.3","41382841","1986-10-10","18000000","Comedy"
"2469","Peggy Sue Got Married","0091738","103","6.3","41382841","1986-10-10","18000000","Drama"
"1090","Platoon","0091763","120","8.1","138530565","1987-02-06","6000000","Drama"
"1090","Platoon","0091763","120","8.1","138530565","1987-02-06","6000000","War"
"2380","Police Academy 3: Back in Training","0091777","83","5.2","43579163","1986-03-21","","Comedy"
"2380","Police Academy 3: Back in Training","0091777","83","5.2","43579163","1986-03-21","","Crime"
"1995","Poltergeist II: The Other Side","0091778","91","5.6","40996665","1986-05-23","19000000","Thriller"
"1995","Poltergeist II: The Other Side","0091778","91","5.6","40996665","1986-05-23","19000000","Horror"
"2145","Pretty in Pink","0091790","96","6.7","40471663","1986-02-28","","Comedy"
"2145","Pretty in Pink","0091790","96","6.7","40471663","1986-02-28","","Drama"
"2145","Pretty in Pink","0091790","96","6.7","40471663","1986-02-28","","Romance"
"2903","Psycho III","0091799","93","5.2","14481606","1986-07-02","","Horror"
"2903","Psycho III","0091799","93","5.2","14481606","1986-07-02","","Thriller"
"2992","Rawhead Rex","0091829","89","4.9","","1987-04-17","","Thriller"
"2992","Rawhead Rex","0091829","89","4.9","","1987-04-17","","Horror"
"6644","Green Ray, The (Rayon vert, Le)","0091830","98","7.8","","1986-08-29","","Drama"
"6644","Green Ray, The (Rayon vert, Le)","0091830","98","7.8","","1986-08-29","","Romance"
"4180","Reform School Girls","0091836","94","5.1","2510433","1986-08-22","","Drama"
"4180","Reform School Girls","0091836","94","5.1","2510433","1986-08-22","","Action"
"4218","River's Edge","0091860","99","7.1","","1987-05-08","19000000","Crime"
"4218","River's Edge","0091860","99","7.1","","1987-05-08","19000000","Drama"
"89045","Rocky VI (","0091865","9","5.7","","","","Comedy"
"1296","Room with a View, A","0091867","117","7.4","20966644","1986-04-11","3000000","Romance"
"1296","Room with a View, A","0091867","117","7.4","20966644","1986-04-11","3000000","Drama"
"2457","Running Scared","0091875","107","6.5","","1986-06-27","","Comedy"
"2457","Running Scared","0091875","107","6.5","","1986-06-27","","Action"
"2463","Ruthless People","0091877","93","6.9","71","1986-06-27","","Comedy"
"4407","Salvador","0091886","122","7.5","","1986-04-23","4500000","War"
"4407","Salvador","0091886","122","7.5","","1986-04-23","4500000","Drama"
"4407","Salvador","0091886","122","7.5","","1986-04-23","4500000","Thriller"
"3390","Shanghai Surprise","0091934","97","3.0","2315683","1986-08-29","17000000","Romance"
"3390","Shanghai Surprise","0091934","97","3.0","2315683","1986-08-29","17000000","Adventure"
"3390","Shanghai Surprise","0091934","97","3.0","2315683","1986-08-29","17000000","Drama"
"3390","Shanghai Surprise","0091934","97","3.0","2315683","1986-08-29","17000000","Crime"
"3422","She's Gotta Have It","0091939","84","6.5","7137503","1986-08-08","175000","Romance"
"3422","She's Gotta Have It","0091939","84","6.5","7137503","1986-08-08","175000","Comedy"
"26581","Sherman's March","0091943","157","7.5","","1988-02-04","","Documentary"
"4545","Short Circuit","0091949","98","6.6","40697761","1986-05-09","10000000","Sci-Fi"
"4545","Short Circuit","0091949","98","6.6","40697761","1986-05-09","10000000","Comedy"
"2348","Sid and Nancy","0091954","112","7.1","2826523","1986-11-07","4000000","Drama"
"4410","Something Wild","0091983","114","6.8","8362969","1986-11-07","","Drama"
"4410","Something Wild","0091983","114","6.8","8362969","1986-11-07","","Crime"
"4410","Something Wild","0091983","114","6.8","8362969","1986-11-07","","Comedy"
"3941","Sorority House Massacre","0091990","74","4.3","","1986-10-01","","Horror"
"2473","Soul Man","0091991","104","5.1","","1986-10-24","","Comedy"
"4812","SpaceCamp","0091993","107","5.6","9697739","1986-06-06","18000000","Sci-Fi"
"4812","SpaceCamp","0091993","107","5.6","9697739","1986-06-06","18000000","Adventure"
"1259","Stand by Me","0092005","89","8.1","52287414","1986-08-22","8000000","Adventure"
"1259","Stand by Me","0092005","89","8.1","52287414","1986-08-22","8000000","Drama"
"1376","Star Trek IV: The Voyage Home","0092007","119","7.3","133000000","1986-11-26","24000000","Adventure"
"1376","Star Trek IV: The Voyage Home","0092007","119","7.3","133000000","1986-11-26","24000000","Sci-Fi"
"1376","Star Trek IV: The Voyage Home","0092007","119","7.3","133000000","1986-11-26","24000000","Comedy"
"31000","Sweet Liberty","0092035","106","5.8","","1986-05-16","","Comedy"
"3819","Tampopo","0092048","114","7.9","","1987-09-01","","Comedy"
"6350","Laputa: Castle in the Sky (Tenkû no shiro Rapyuta)","0092067","125","8.1","","1986-08-02","","Adventure"
"6350","Laputa: Castle in the Sky (Tenkû no shiro Rapyuta)","0092067","125","8.1","","1986-08-02","","Animation"
"6350","Laputa: Castle in the Sky (Tenkû no shiro Rapyuta)","0092067","125","8.1","","1986-08-02","","Children"
"6350","Laputa: Castle in the Sky (Tenkû no shiro Rapyuta)","0092067","125","8.1","","1986-08-02","","Action"
"6350","Laputa: Castle in the Sky (Tenkû no shiro Rapyuta)","0092067","125","8.1","","1986-08-02","","Fantasy"
"6350","Laputa: Castle in the Sky (Tenkû no shiro Rapyuta)","0092067","125","8.1","","1986-08-02","","Sci-Fi"
"2460","Texas Chainsaw Massacre 2, The","0092076","101","5.5","8025872","1986-08-22","4700000","Horror"
"3465","That's Life!","0092079","102","6.1","","1986-10-10","","Drama"
"2478","¡Three Amigos!","0092086","104","6.4","","1986-12-12","25000000","Western"
"2478","¡Three Amigos!","0092086","104","6.4","","1986-12-12","25000000","Comedy"
"1101","Top Gun","0092099","110","6.9","356830601","1986-05-16","15000000","Action"
"1101","Top Gun","0092099","110","6.9","356830601","1986-05-16","15000000","Romance"
"2472","Tough Guys","0092105","104","6.1","21458229","1986-10-03","10000000","Comedy"
"4006","Transformers: The Movie","0092106","84","7.3","5849647","1986-08-08","6000000","Sci-Fi"
"4006","Transformers: The Movie","0092106","84","7.3","5849647","1986-08-08","6000000","Adventure"
"4006","Transformers: The Movie","0092106","84","7.3","5849647","1986-08-08","6000000","Animation"
"4006","Transformers: The Movie","0092106","84","7.3","5849647","1986-08-08","6000000","Children"
"2464","Trick or Treat","0092112","98","5.7","6797218","1986-10-24","","Horror"
"43838","Troll","0092115","82","4.3","5450815","1986-01-17","1100000","Horror"
"43838","Troll","0092115","82","4.3","5450815","1986-01-17","1100000","Fantasy"
"43838","Troll","0092115","82","4.3","5450815","1986-01-17","1100000","Comedy"
"7815","True Stories","0092117","90","7.0","","1986-10-10","","Comedy"
"7815","True Stories","0092117","90","7.0","","1986-10-10","","Musical"
"4753","Vamp","0092147","93","5.8","4941117","1986-07-18","3300000","Comedy"
"4753","Vamp","0092147","93","5.8","4941117","1986-07-18","3300000","Horror"
"2415","Violets Are Blue...","0092173","88","5.7","","1986-04-25","","Drama"
"2415","Violets Are Blue...","0092173","88","5.7","","1986-04-25","","Romance"
"6315","Wildcats","0092214","106","5.9","","1986-02-14","","Comedy"
"2260","Wisdom","0092225","109","5.7","","1986-12-31","","Crime"
"2260","Wisdom","0092225","109","5.7","","1986-12-31","","Drama"
"26585","Better Tomorrow, A (Ying hung boon sik)","0092263","95","7.6","4469460","1986-08-02","","Drama"
"26585","Better Tomorrow, A (Ying hung boon sik)","0092263","95","7.6","4469460","1986-08-02","","Thriller"
"26585","Better Tomorrow, A (Ying hung boon sik)","0092263","95","7.6","4469460","1986-08-02","","Crime"
"4355","Youngblood","0092272","110","6.0","","1986-01-31","","Drama"
"4355","Youngblood","0092272","110","6.0","","1986-01-31","","Action"
"26587","Decalogue, The (Dekalog)","0092337","572","9.2","","1989-12-10","","Crime"
"26587","Decalogue, The (Dekalog)","0092337","572","9.2","","1989-12-10","","Romance"
"26587","Decalogue, The (Dekalog)","0092337","572","9.2","","1989-12-10","","Drama"
"2471","Crocodile Dundee II","0092493","108","5.5","239606210","1988-05-25","","Action"
"2471","Crocodile Dundee II","0092493","108","5.5","239606210","1988-05-25","","Adventure"
"2471","Crocodile Dundee II","0092493","108","5.5","239606210","1988-05-25","","Comedy"
"8169","*batteries not included","0092494","106","6.5","65088797","1987-12-18","","Children"
"8169","*batteries not included","0092494","106","6.5","65088797","1987-12-18","","Comedy"
"8169","*batteries not included","0092494","106","6.5","65088797","1987-12-18","","Sci-Fi"
"8169","*batteries not included","0092494","106","6.5","65088797","1987-12-18","","Fantasy"
"2133","Adventures in Babysitting","0092513","102","6.8","34368475","1987-07-03","","Comedy"
"2133","Adventures in Babysitting","0092513","102","6.8","34368475","1987-07-03","","Adventure"
"2748","Allan Quatermain and the Lost City of Gold","0092534","99","4.3","","1987-01-30","","Adventure"
"2748","Allan Quatermain and the Lost City of Gold","0092534","99","4.3","","1987-01-30","","Action"
"2748","Allan Quatermain and the Lost City of Gold","0092534","99","4.3","","1987-01-30","","Comedy"
"2244","Allnighter, The","0092537","108","4.0","","1987-05-01","","Comedy"
"2244","Allnighter, The","0092537","108","4.0","","1987-05-01","","Romance"
"4079","Amazon Women on the Moon","0092546","85","6.1","","1987-09-18","","Comedy"
"4079","Amazon Women on the Moon","0092546","85","6.1","","1987-09-18","","Sci-Fi"
"4566","American Ninja 2: The Confrontation","0092548","90","4.7","","1987-05-01","","Adventure"
"4566","American Ninja 2: The Confrontation","0092548","90","4.7","","1987-05-01","","Action"
"103813","Miami Connection","0092549","83","6.0","","1988-08-18","","Crime"
"103813","Miami Connection","0092549","83","6.0","","1988-08-18","","Action"
"3343","And God Created Woman","0092559","100","4.2","","1988-03-04","","Comedy"
"3343","And God Created Woman","0092559","100","4.2","","1988-03-04","","Romance"
"3343","And God Created Woman","0092559","100","4.2","","1988-03-04","","Drama"
"3706","Angel Heart","0092563","113","7.3","17185632","1987-03-06","17000000","Horror"
"3706","Angel Heart","0092563","113","7.3","17185632","1987-03-06","17000000","Film-Noir"
"3706","Angel Heart","0092563","113","7.3","17185632","1987-03-06","17000000","Mystery"
"3706","Angel Heart","0092563","113","7.3","17185632","1987-03-06","17000000","Thriller"
"74282","Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea)","0092571","230","8.3","","1987-05-19","","Drama"
"74282","Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea)","0092571","230","8.3","","1987-05-19","","Children"
"74282","Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea)","0092571","230","8.3","","1987-05-19","","Romance"
"77291","Aria","0092580","90","5.8","","1987-05-27","","Comedy"
"77291","Aria","0092580","90","5.8","","1987-05-27","","Drama"
"8128","Au revoir les enfants","0092593","104","8.1","","1988-02-12","","Drama"
"6791","Babette's Feast (Babettes gæstebud)","0092603","102","7.9","4398938","1988-03-04","","Drama"
"4080","Baby Boom","0092605","110","6.1","26712476","1987-10-30","15000000","Comedy"
"4081","Back to the Beach","0092608","92","5.7","","1987-08-07","","Comedy"
"1255","Bad Taste","0092610","91","6.7","","1989-06-01","25710","Horror"
"1255","Bad Taste","0092610","91","6.7","","1989-06-01","25710","Comedy"
"1255","Bad Taste","0092610","91","6.7","","1989-06-01","25710","Sci-Fi"
"4082","Barfly","0092618","100","7.3","3221568","1987-10-16","3000000","Comedy"
"4082","Barfly","0092618","100","7.3","3221568","1987-10-16","3000000","Drama"
"4082","Barfly","0092618","100","7.3","3221568","1987-10-16","3000000","Romance"
"2753","Bedroom Window, The","0092627","112","6.4","","1987-01-16","","Thriller"
"1332","Believers, The","0092632","114","6.0","18753438","1987-06-10","","Thriller"
"1332","Believers, The","0092632","114","6.0","18753438","1987-06-10","","Horror"
"3673","Benji the Hunted","0092638","88","6.2","22257624","1987-06-05","","Children"
"3673","Benji the Hunted","0092638","88","6.2","22257624","1987-06-05","","Adventure"
"4084","Beverly Hills Cop II","0092644","100","6.4","299965036","1987-05-20","28000000","Thriller"
"4084","Beverly Hills Cop II","0092644","100","6.4","299965036","1987-05-20","28000000","Action"
"4084","Beverly Hills Cop II","0092644","100","6.4","299965036","1987-05-20","28000000","Comedy"
"4084","Beverly Hills Cop II","0092644","100","6.4","299965036","1987-05-20","28000000","Crime"
"4086","Big Easy, The","0092654","102","6.6","","1987-08-28","","Action"
"4086","Big Easy, The","0092654","102","6.6","","1987-08-28","","Romance"
"4086","Big Easy, The","0092654","102","6.6","","1987-08-28","","Mystery"
"4086","Big Easy, The","0092654","102","6.6","","1987-08-28","","Crime"
"4086","Big Easy, The","0092654","102","6.6","","1987-08-28","","Thriller"
"4088","Big Town, The","0092656","109","5.9","1700000","1987-09-25","","Thriller"
"4088","Big Town, The","0092656","109","5.9","1700000","1987-09-25","","Romance"
